card,card_type,ability,part,timing,attack_side,resolution,affects_self,affects_others,conditional,limit,surge_option,effect,pipelines,notes
I Must Go Alone,CC,I Must Go Alone,1,start_of_round,None,prompt,TRUE,None,None,None,FALSE,Play at the start of a round,None,use timing
I Must Go Alone,CC,I Must Go Alone,2,always,None,automatic,TRUE,None,Hostile figure attacking is not within 3 spaces of you,None,FALSE,"Until end of round, hostile figures cannot declare attacks targeting you unless within 3 spaces",None,effect timing
Improvised Weapons,CC,Improvised Weapons,1,special_action,None,prompt,TRUE,the attack target,None,None,FALSE,Perform a Ranged attack using 1 green and 1 yellow die; you cannot use abilities during this attack,damage,None
In the Shadows,CC,In the Shadows,1,start_of_round,None,prompt,TRUE,None,None,None,FALSE,Play at the start of a round,None,use timing
In the Shadows,CC,In the Shadows,2,always,None,automatic,TRUE,None,Hostile figures 4 or more spaces away,None,FALSE,"Until end of round, hostile figures 4 or more spaces away do not have line of sight to you, and you do not block line of sight for those figures",None,effect timing
Induce Rage,CC,Induce Rage,1,start_of_round,None,prompt,TRUE,up to 2 figures,None,None,FALSE,"Each chosen figure discards each of its conditions, then gains 1 Hit Token for each condition discarded this way",condition;damage_token,None
Inspiring Speech,CC,Inspiring Speech,1,special_action,None,prompt,FALSE,up to 2 friendly figures adjacent to you,None,None,FALSE,Chosen figures become Focused,condition,None
Intelligence Leak,CC,Intelligence Leak,1,during_activation,None,prompt,TRUE,None,None,None,FALSE,"Look at your opponent's hand; you may choose and discard a Command card from it, then you suffer Strain equal to that card's cost",cc_discard;strain,None
Looking for a Fight,CC,Looking for a Fight,1,during_activation,None,prompt,FALSE,an adjacent Small figure,None,None,FALSE,"Gain 1 Hit Token, then either move up to 1 space or push an adjacent Small figure up to 1 space",damage_token;move;push,None
Lord of the Sith,CC,Lord of the Sith,1,when_defeated,None,prompt,TRUE,the attack target,A hostile figure is defeated,None,FALSE,"Interrupt to move up to 2 spaces, then you may use Force Choke or perform an attack",move;damage,trigger is a hostile figure being defeated outside your activation
Mandalorian Steel,CC,Mandalorian Steel,1,start_of_round,None,prompt,TRUE,None,None,None,FALSE,Play at the start of the round,None,use timing
Mandalorian Steel,CC,Mandalorian Steel,2,attack:after_resolves,defender,automatic,TRUE,a friendly figure within 4 spaces,that figure spent a Block Token,None,FALSE,"After an attack targeting a friendly figure within 4 spaces resolves, if that figure spent a Block Token, it recovers 1 Damage",recover,effect timing
Marked Territory,CC,Marked Territory,1,during_activation,None,prompt,TRUE,a figure in your group in an exterior space,None,None,FALSE,"Gain 1 Power Token, then a figure in your group in an exterior space gains 1 Hit Token",gain_pt,None
Master Operative,CC,Master Operative,1,attack:on_declare,attacker,automatic,TRUE,None,"when you declare ""Close Quarters""",None,FALSE,You become Focused and apply +1 Surge to the attack results,condition,None
Merciless,CC,Merciless,1,special_action,None,prompt,FALSE,an adjacent hostile figure,adjacent hostile figure,None,FALSE,"Choose an adjacent hostile figure; that figure's player may discard 2 cards from the top of his Command deck, or your player gains 3 VPs",vp;cc_discard,None
Miracle Worker,CC,Miracle Worker,1,when_suffers_damage_equal_to_health,None,automatic,TRUE,a friendly figure within 3 spaces,a friendly figure within 3 spaces would be defeated,None,FALSE,"Instead of being defeated, that figure recovers 3 damage",recover,None
Mitigate,CC,Mitigate,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,Reroll 1 attack die while attacking,reroll,None
Navigation Upgrade,CC,Navigation Upgrade,1,special_action,None,prompt,TRUE,None,None,None,FALSE,Take 1 Strain and place this card in your Play Area,strain,use timing; attachment effect follows
Navigation Upgrade,CC,Navigation Upgrade,2,during_activation,None,prompt,TRUE,a friendly DROID,during a friendly DROID's activation,None,FALSE,Exhaust this card during a friendly DROID's activation; that figure gains 1 movement point,gain_mp,attachment effect timing
New Orders,CC,New Orders,1,special_action,None,prompt,FALSE,1 adjacent friendly figure,adjacent friendly figure,None,FALSE,Choose 1 adjacent friendly figure and ready that figure's Deployment card,None,None
Of No Importance,CC,Of No Importance,1,when_defeated,None,automatic,TRUE,one of your non-unique figures,one of your non-unique figures is defeated,None,FALSE,"That figure is worth 4 fewer VPs, to a minimum of 0",vp,None
Officer's Training,CC,Officer's Training,1,attack:rerolls,attacker,prompt,TRUE,None,None,None,FALSE,Reroll 1 attack die while attacking,reroll,None
Officer's Training,CC,Officer's Training,2,attack:after_resolves,attacker,automatic,TRUE,None,if you are a LEADER,None,FALSE,"If you are a LEADER, draw 1 Command card",cc_draw,None
On a Mission,CC,On a Mission,1,special_action,None,prompt,TRUE,SMALL figures you enter the space of,None,None,FALSE,"Move up to 5 spaces; each time you enter a space containing a SMALL figure, you may push that figure 1 space",movement;push,None
On the Lam,CC,On the Lam,1,attack:on_declare,defender,prompt,TRUE,None,when an attack targeting you is declared,None,FALSE,Perform a move when an attack targeting you is declared,movement,None
One in a Million,CC,One in a Million,1,attack:on_declare,attacker,automatic,TRUE,the attack target,if it is not your activation,None,FALSE,"When you declare an attack, if it is not your activation, remove all dice from the target's defense pool",None,None
Optimal Bombardment,CC,Optimal Bombardment,1,special_action,None,prompt,FALSE,up to 3 VEHICLES DROIDS or HEAVY WEAPONS adjacent to you,adjacent VEHICLES DROIDS or HEAVY WEAPONS,None,FALSE,"Choose up to 3 VEHICLES, DROIDS, or HEAVY WEAPONS adjacent to you; each may interrupt to perform an attack gaining Blast 1",None,None
Out of Time,CC,Out of Time,1,during_activation,None,prompt,FALSE,a hostile figure within 3 spaces and line of sight,hostile figure within 3 spaces and line of sight,None,FALSE,A hostile figure within 3 spaces and line of sight suffers Strain equal to the current round number,strain,None
Overcharged Weapons,CC,Overcharged Weapons,1,attack:modifiers,attacker,automatic,TRUE,the attack target,when a hostile figure activates,None,FALSE,"Interrupt to perform an attack targeting the activating figure; the attack gains Pierce 2, then exhaust your Deployment card and become Weakened",condition,None
Overdrive,CC,Overdrive,1,start_of_round,None,prompt,TRUE,each of your DROIDS,None,once per DROID,FALSE,"During this round, each of your DROIDS may suffer 2 Damage during its activation to perform 1 additional action",damage,None
Overheated,CC,Overheated,1,special_action,None,prompt,TRUE,None,if you have the Ranged attack type,None,FALSE,"Strain 4; if you have Ranged attack type, perform 2 attacks applying -1 Hit, then your attack type becomes Melee",strain,None
Overrun,CC,Overrun,1,start_of_activation,None,automatic,FALSE,hostile figures whose space you enter,when you enter a hostile figure's space,once per hostile figure,FALSE,"During this activation, when you enter a hostile figure's space, that figure suffers 2 Damage",damage,None
Overwhelming Impact,CC,Overwhelming Impact,1,attack:modifiers,attacker,automatic,TRUE,None,None,None,FALSE,"For each defense die rolled, apply +1 Damage and +1 Surge to the attack results; ignore all defense results not on the defense dice",damage,None
Pack Alpha,CC,Pack Alpha,1,special_action,None,prompt,TRUE,up to 3 friendly CREATURES within 3 spaces and a chosen hostile figure,None,None,FALSE,Up to 3 friendly CREATURES within 3 spaces each move up to 3 spaces; then a chosen hostile figure suffers Damage equal to the number of those figures adjacent to it,movement;damage,None
Paid in Beskar,CC,Paid in Beskar,1,when_defeated,None,automatic,TRUE,None,when a hostile figure within 3 spaces is defeated,None,FALSE,Gain 2 Block tokens when a hostile figure within 3 spaces is defeated,None,None
Parry,CC,Parry,1,attack:modifiers,defender,prompt,TRUE,None,None,None,FALSE,Apply +1 Block or +1 Evade to the defense results while defending,None,None
Parting Blow,CC,Parting Blow,1,during_activation,None,prompt,TRUE,the hostile figure exiting an adjacent space,when a hostile figure exits an adjacent space,None,FALSE,"Interrupt when a hostile figure exits an adjacent space; before it moves, perform an attack targeting it, then you become Stunned",None,None
Payback,CC,Payback,1,attack:after_resolves,defender,prompt,TRUE,the attacker,after an attack targeting you resolves,None,FALSE,"Interrupt to perform an attack targeting the attacker, applying +2 Surge to the attack results",None,None
Personal Energy Shield,CC,Personal Energy Shield,1,during_activation,None,prompt,TRUE,None,None,None,FALSE,Gain 1 Evade Token,None,use timing
Personal Energy Shield,CC,Personal Energy Shield,2,attack:modifiers,defender,automatic,TRUE,None,for each Evade result,None,FALSE,"While defending during this round, apply +1 Block to your defense results for each Evade result",None,effect timing
Pickpocket,CC,Pickpocket,1,during_activation,None,prompt,FALSE,a hostile figure,while adjacent to a hostile figure,None,FALSE,Roll 1 green die; your opponent loses VPs and you gain VPs equal to the Accuracy result,vp,None
Planning,CC,Planning,1,special_action,None,prompt,TRUE,None,None,None,FALSE,"Draw 2 Command cards; then if you are not a LEADER, discard 1 of those cards",cc_draw;cc_discard,None
Positioning Advantage,CC,Positioning Advantage,1,attack:modifiers,attacker,automatic,TRUE,None,None,None,FALSE,Apply +1 Hit to the attack results while attacking,None,None
Prepared for Battle,CC,Prepared for Battle,1,during_activation,None,automatic,TRUE,an adjacent friendly figure,if you are a LEADER,None,FALSE,"Gain 1 Hit Token and 1 Block Token; if you are a LEADER, an adjacent friendly figure gains 1 Hit Token and 1 Block Token",None,None
Preservation Protocol,CC,Preservation Protocol,1,when_suffers_damage_equal_to_health,None,automatic,TRUE,None,when you have suffered Damage equal to your Health,None,FALSE,"Instead of being defeated, recover 1 Damage; until the end of the game you lose 'Programming Override' and 'Shared Intuition'",recover,None
Price of Glory,CC,Price of Glory,1,during_activation,None,prompt,TRUE,None,None,None,FALSE,Discard 1 HARMFUL condition and gain 2 movement points; then you may suffer 1 Damage to gain up to 2 different Power Tokens,condition;gain_mp;damage;gain_pt,None
Price on Their Heads,CC,Price on Their Heads,1,special_action,None,prompt,FALSE,a hostile Deployment card group,None,None,FALSE,Place this card on a hostile Deployment card,None,use timing
Price on Their Heads,CC,Price on Their Heads,2,when_defeated,None,automatic,TRUE,the marked hostile group,when the last figure in that group is defeated,None,FALSE,Gain an additional 4 VPs when the last figure in the marked group is defeated,vp,effect timing
Primary Target,CC,Primary Target,1,attack:on_declare,attacker,automatic,TRUE,the attack target,target is a hostile figure with the highest figure cost of all hostile figures on the map,None,FALSE,You become Focused and apply +1 Hit to the attack results,condition,None
Protect the Old Ways,CC,Protect the Old Ways,1,attack:modifiers,defender,automatic,TRUE,a figure within 3 spaces that is defending,a figure within 3 spaces is defending,None,FALSE,Apply +X Block to the defense results where X is 1 plus the number of FORCE USER Command cards in your discard pile,None,None
Provoke,CC,Provoke,1,after_activation_resolves,None,prompt,FALSE,a hostile figure adjacent to one of your TROOPERS or GUARDIANS,a hostile figure must be adjacent to one of your TROOPERS or GUARDIANS,None,FALSE,Choose a hostile figure adjacent to your TROOPER or GUARDIAN; that figure's group must activate next if able,None,used after resolving an activation
Pummel,CC,Pummel,1,special_action,None,automatic,TRUE,None,you have the MELEE attack type,None,FALSE,Perform 2 attacks,None,None
Rally,CC,Rally,1,start_of_activation,None,automatic,TRUE,None,None,None,FALSE,Discard all of your HARMFUL conditions,condition,None
Rally the Troops,CC,Rally the Troops,1,special_action,None,prompt,FALSE,another friendly TROOPER within 3 spaces,a friendly TROOPER must be within 3 spaces,None,FALSE,Choose another friendly TROOPER within 3 spaces and ready that figure's Deployment card,None,None
Rank and File,CC,Rank and File,1,start_of_activation,None,automatic,TRUE,each friendly TROOPER adjacent to you,None,None,FALSE,You and each friendly TROOPER adjacent to you gain 1 movement point,gain_mp,None
Rapid Recalibration,CC,Rapid Recalibration,1,attack:rerolls,attacker,prompt,TRUE,None,used before the defender performs rerolls,None,FALSE,Choose 1 attack die and turn that die to any side,None,None
Reactive Loyalties,CC,Reactive Loyalties,1,attack:after_resolves,defender,prompt,TRUE,the attacker,used after an attack targeting you resolves; effect depends on your affiliation,None,FALSE,IMPERIAL: attacker suffers 3 Damage; SCUM: you gain 3 VPs; REBEL: you recover 3 Damage,damage;vp;recover,affiliation-dependent branches
